period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2022-11,monthly,HDV,DGT,29.0,0.0,0.0,0.0,1.0,2355.0,115.0,2500.0,https://www.dgt.es/microdatos/salida/2022/11/vehiculos/matriculaciones/export_mensual_mat_202211.zip
2022-12,monthly,HDV,DGT,15.0,0.0,0.0,0.0,0.0,1776.0,172.0,1963.0,https://www.dgt.es/microdatos/salida/2022/12/vehiculos/matriculaciones/export_mensual_mat_202212.zip
2023-01,monthly,HDV,DGT,22.0,0.0,0.0,0.0,1.0,2318.0,102.0,2443.0,https://www.dgt.es/microdatos/salida/2023/1/vehiculos/matriculaciones/export_mensual_mat_202301.zip
2023-02,monthly,HDV,DGT,19.0,0.0,0.0,3.0,0.0,1810.0,84.0,1916.0,https://www.dgt.es/microdatos/salida/2023/2/vehiculos/matriculaciones/export_mensual_mat_202302.zip
2023-03,monthly,HDV,DGT,41.0,4.0,0.0,2.0,2.0,2333.0,182.0,2564.0,https://www.dgt.es/microdatos/salida/2023/3/vehiculos/matriculaciones/export_mensual_mat_202303.zip
2023-04,monthly,HDV,DGT,23.0,3.0,0.0,0.0,2.0,1822.0,72.0,1922.0,https://www.dgt.es/microdatos/salida/2023/4/vehiculos/matriculaciones/export_mensual_mat_202304.zip
2023-05,monthly,HDV,DGT,20.0,6.0,0.0,2.0,3.0,2072.0,75.0,2178.0,https://www.dgt.es/microdatos/salida/2023/5/vehiculos/matriculaciones/export_mensual_mat_202305.zip
2023-06,monthly,HDV,DGT,22.0,3.0,0.0,5.0,1.0,2093.0,87.0,2211.0,https://www.dgt.es/microdatos/salida/2023/6/vehiculos/matriculaciones/export_mensual_mat_202306.zip
2023-07,monthly,HDV,DGT,36.0,7.0,2.0,0.0,1.0,2491.0,133.0,2670.0,https://www.dgt.es/microdatos/salida/2023/7/vehiculos/matriculaciones/export_mensual_mat_202307.zip
2023-08,monthly,HDV,DGT,21.0,0.0,0.0,0.0,1.0,2045.0,126.0,2193.0,https://www.dgt.es/microdatos/salida/2023/8/vehiculos/matriculaciones/export_mensual_mat_202308.zip
2023-09,monthly,HDV,DGT,2.0,0.0,0.0,0.0,1.0,744.0,27.0,774.0,https://www.dgt.es/microdatos/salida/2023/9/vehiculos/matriculaciones/export_mensual_mat_202309.zip
2023-10,monthly,HDV,DGT,7.0,0.0,0.0,0.0,0.0,2123.0,48.0,2178.0,https://www.dgt.es/microdatos/salida/2023/10/vehiculos/matriculaciones/export_mensual_mat_202310.zip
2023-11,monthly,HDV,DGT,9.0,0.0,0.0,0.0,0.0,2204.0,53.0,2266.0,https://www.dgt.es/microdatos/salida/2023/11/vehiculos/matriculaciones/export_mensual_mat_202311.zip
2023-12,monthly,HDV,DGT,14.0,0.0,0.0,0.0,0.0,1615.0,28.0,1657.0,https://www.dgt.es/microdatos/salida/2023/12/vehiculos/matriculaciones/export_mensual_mat_202312.zip
2024-01,monthly,HDV,DGT,18.0,0.0,0.0,0.0,0.0,2639.0,66.0,2723.0,https://www.dgt.es/microdatos/salida/2024/1/vehiculos/matriculaciones/export_mensual_mat_202401.zip
