period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2023-11,monthly,Buses,DGT,94.0,1.0,0.0,40.0,0.0,133.0,5.0,273.0,https://www.dgt.es/microdatos/salida/2023/11/vehiculos/matriculaciones/export_mensual_mat_202311.zip
2023-12,monthly,Buses,DGT,55.0,0.0,0.0,53.0,0.0,110.0,3.0,221.0,https://www.dgt.es/microdatos/salida/2023/12/vehiculos/matriculaciones/export_mensual_mat_202312.zip
2024-01,monthly,Buses,DGT,13.0,0.0,0.0,69.0,0.0,192.0,5.0,279.0,https://www.dgt.es/microdatos/salida/2024/1/vehiculos/matriculaciones/export_mensual_mat_202401.zip
2024-02,monthly,Buses,DGT,23.0,0.0,0.0,125.0,0.0,243.0,1.0,392.0,https://www.dgt.es/microdatos/salida/2024/2/vehiculos/matriculaciones/export_mensual_mat_202402.zip
2024-03,monthly,Buses,DGT,77.0,0.0,0.0,45.0,0.0,266.0,2.0,390.0,https://www.dgt.es/microdatos/salida/2024/3/vehiculos/matriculaciones/export_mensual_mat_202403.zip
2024-04,monthly,Buses,DGT,58.0,0.0,0.0,79.0,0.0,337.0,4.0,478.0,https://www.dgt.es/microdatos/salida/2024/4/vehiculos/matriculaciones/export_mensual_mat_202404.zip
2024-05,monthly,Buses,DGT,102.0,0.0,0.0,84.0,0.0,232.0,24.0,442.0,https://www.dgt.es/microdatos/salida/2024/5/vehiculos/matriculaciones/export_mensual_mat_202405.zip
2024-06,monthly,Buses,DGT,55.0,0.0,0.0,85.0,0.0,197.0,11.0,348.0,https://www.dgt.es/microdatos/salida/2024/6/vehiculos/matriculaciones/export_mensual_mat_202406.zip
2024-07,monthly,Buses,DGT,17.0,0.0,0.0,72.0,0.0,143.0,29.0,261.0,https://www.dgt.es/microdatos/salida/2024/7/vehiculos/matriculaciones/export_mensual_mat_202407.zip
2024-08,monthly,Buses,DGT,24.0,0.0,0.0,25.0,0.0,94.0,10.0,153.0,https://www.dgt.es/microdatos/salida/2024/8/vehiculos/matriculaciones/export_mensual_mat_202408.zip
2024-09,monthly,Buses,DGT,60.0,0.0,0.0,88.0,0.0,626.0,12.0,786.0,https://www.dgt.es/microdatos/salida/2024/9/vehiculos/matriculaciones/export_mensual_mat_202409.zip
2024-10,monthly,Buses,DGT,89.0,0.0,0.0,69.0,0.0,197.0,6.0,361.0,https://www.dgt.es/microdatos/salida/2024/10/vehiculos/matriculaciones/export_mensual_mat_202410.zip
2024-11,monthly,Buses,DGT,63.0,0.0,0.0,71.0,1.0,163.0,6.0,304.0,https://www.dgt.es/microdatos/salida/2024/11/vehiculos/matriculaciones/export_mensual_mat_202411.zip
2024-12,monthly,Buses,DGT,36.0,0.0,0.0,35.0,0.0,86.0,7.0,164.0,https://www.dgt.es/microdatos/salida/2024/12/vehiculos/matriculaciones/export_mensual_mat_202412.zip
2025-01,monthly,Buses,DGT,39.0,0.0,0.0,81.0,0.0,253.0,2.0,375.0,https://www.dgt.es/microdatos/salida/2025/1/vehiculos/matriculaciones/export_mensual_mat_202501.zip
2025-02,monthly,Buses,DGT,23.0,0.0,0.0,46.0,0.0,261.0,0.0,330.0,https://www.dgt.es/microdatos/salida/2025/2/vehiculos/matriculaciones/export_mensual_mat_202502.zip
2025-03,monthly,Buses,DGT,24.0,0.0,0.0,48.0,0.0,316.0,2.0,390.0,https://www.dgt.es/microdatos/salida/2025/3/vehiculos/matriculaciones/export_mensual_mat_202503.zip
2025-04,monthly,Buses,DGT,71.0,0.0,0.0,79.0,0.0,254.0,11.0,415.0,https://www.dgt.es/microdatos/salida/2025/4/vehiculos/matriculaciones/export_mensual_mat_202504.zip
